+-----------+-----------------------------------------------------------------------------------------------------+---------------------------+--------------+----------------+
|     ID    |                                                 Name                                                |           Domain          | Seller type  | Direct domain? |
| 539525784 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539525872 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539525896 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539525915 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539525951 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539525958 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539525988 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526005 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526056 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526094 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526141 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526147 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526153 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526164 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526170 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526181 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526186 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526286 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526294 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526302 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526308 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526316 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526330 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526418 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526431 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526454 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526493 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526531 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526534 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526565 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526579 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526625 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526629 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526632 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526645 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526676 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526685 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526707 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526718 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526739 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526745 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526778 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526826 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526843 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526868 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526873 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526877 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526882 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526891 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526897 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526926 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526929 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539526956 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527045 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527072 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527093 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527102 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527140 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527160 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527233 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527274 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527287 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527306 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527325 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527334 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527339 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527351 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527362 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527366 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527386 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527416 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527474 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527560 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527576 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527579 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527763 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527772 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527804 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527813 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527818 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527958 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539527979 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528001 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528087 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528134 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528139 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528147 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528228 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528255 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528373 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528394 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528420 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528433 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528510 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528564 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528580 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528628 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528632 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528657 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528674 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528739 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528775 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528809 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528818 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528834 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528870 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528946 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528970 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539528991 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529009 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529035 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529079 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529154 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529270 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529318 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529327 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529336 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529347 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529350 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529404 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529454 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529487 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529503 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529533 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529614 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529659 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529663 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529795 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529838 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529932 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539529967 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530039 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530047 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530081 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530089 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530108 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530168 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530191 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530194 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530236 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530245 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530747 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530819 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530859 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530877 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530888 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530953 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539530965 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531073 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531101 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531111 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531121 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531166 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531235 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531384 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531455 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531469 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531482 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531505 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531553 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531632 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531784 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531793 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531815 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531826 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531842 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531865 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531963 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539531996 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532016 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532034 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532076 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532090 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532093 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532100 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532169 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532272 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532327 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532506 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532516 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532522 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532549 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532669 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532687 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532725 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532746 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532759 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532799 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532856 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532862 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532896 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532908 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539532966 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533002 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533064 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533206 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533209 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533399 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533426 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533454 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533549 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533560 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533607 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533668 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533675 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533697 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533712 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533745 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533751 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533802 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533805 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533843 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533852 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533874 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533902 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533910 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539533970 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534013 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534030 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534035 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534097 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534125 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534158 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534267 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534329 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534346 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534406 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534507 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534638 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534670 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534674 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534749 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534842 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534902 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534916 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539534984 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535096 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535241 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535311 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535437 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535520 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535525 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535662 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535914 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539535948 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536112 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536181 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536189 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536198 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536491 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536614 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536617 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536630 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536641 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536750 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
| 539536758 |                                            JustPremium BV                                           |      justpremium.com      | INTERMEDIARY |     direct     |
